"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:7vsv67iMwBIXu5BGy3iOYU","No Hope Left for Me","spotify:artist:2lmQ4CUnjmLIIfnwZdRmMY","Blues Pills","spotify:album:5dbhucEeefL6aD02F3S7YC","Blues Pills","spotify:artist:2lmQ4CUnjmLIIfnwZdRmMY","Blues Pills","2014-07-25","https://i.scdn.co/image/ab67616d0000b27325c1cad804e4275b7df198f2","1","6","233586","https://p.scdn.co/mp3-preview/c72b9e4127f922e17474a9a2a874ded1e2681bd8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","DED831400537","","2025-07-01T19:34:17Z"
"spotify:track:6flRKaS0mUxGoqdFkwTouY","Little Girl & The Whistlin Train","spotify:artist:5yxIIqWx8F0NfkXpyycTxg","The Inspector Cluzo","spotify:album:1kH1klNsV6xu6Dcm1n5yaF","Brothers In Ideals - We The People Of The Soil - Unplugged","spotify:artist:5yxIIqWx8F0NfkXpyycTxg","The Inspector Cluzo","2020-01-17","https://i.scdn.co/image/ab67616d0000b273288f79f9e1e5e3c75dd8d9f2","1","8","264360","https://p.scdn.co/mp3-preview/abc7457ac2415dee4e9c87f05f1f4596897ffae8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","FR1R51900108","","2025-07-01T19:22:52Z"
"spotify:track:29MvtOnoAULKQfEKAPCbja","Southern Man","spotify:artist:6eBIpic8O1RW435sVsjYfy","Akshin Alizadeh","spotify:album:5KdKwVnwqDBduNNwOcLcKj","Street Bangerz Volume 8","spotify:artist:6eBIpic8O1RW435sVsjYfy","Akshin Alizadeh","2014-02-11","https://i.scdn.co/image/ab67616d0000b273b532a04a1aec872b6ef22c6f","1","5","237397","https://p.scdn.co/mp3-preview/c16e89432ea1af75fe3f8708dc3c48396e14b526?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","USEAX1401587","","2025-07-01T19:17:55Z"
"spotify:track:1r3aX7XuYrtPcJ1tqpmA01","St Louis Elegy","spotify:artist:1fpXM23IoNckJ7NDAm8YJQ","Mark Lanegan","spotify:album:44Jm2DmTw3G8UaCK6Fhmo7","Blues Funeral","spotify:artist:1fpXM23IoNckJ7NDAm8YJQ","Mark Lanegan","2012-02-06","https://i.scdn.co/image/ab67616d0000b273f580ac476598d2144c8e9d8c","1","4","273840","https://p.scdn.co/mp3-preview/412b94acff54f72d3b2d43ef9f72571bbb415c44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","36","GBAFL1100284","","2025-07-01T19:15:26Z"
"spotify:track:1yupbrI7ROhigIHpQBevPh","Chicago","spotify:artist:4MXUO7sVCaFgFjoTI5ox5c","Sufjan Stevens","spotify:album:1pOl0KEC1iQnA6F0XxV4To","Illinois","spotify:artist:4MXUO7sVCaFgFjoTI5ox5c","Sufjan Stevens","2005-07-05","https://i.scdn.co/image/ab67616d0000b273712c76b4152918fb8d37c53d","1","9","364613","https://p.scdn.co/mp3-preview/a6cc0830f2f9271a7737b85015efbbefb65c6f2e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","US64G0501409","","2025-06-30T11:23:51Z"
"spotify:track:61QW3AcU1jm5ttPOn8eZhn","Add It Up","spotify:artist:0rpMdBzQXf7aYRnu5fDBJy","Violent Femmes","spotify:album:0Ojio25IPzIrw1rUmgrhrG","Violent Femmes","spotify:artist:0rpMdBzQXf7aYRnu5fDBJy","Violent Femmes","1983-01-01","https://i.scdn.co/image/ab67616d0000b27354096a7f898de0233d76f626","1","4","284333","https://p.scdn.co/mp3-preview/b86938f823a50b92ae1509235f89a9cee6350e2d?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","GBAAP0000829","","2025-06-28T19:23:40Z"
"spotify:track:2FQRZLR31e3423Nmrgv0Pv","DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)","spotify:artist:2TiXt00aPsggbxZxL1RaG7, spotify:artist:4MYiI4xv9otdG9iB3d4Q25","KUMMER, Fred Rabe","spotify:album:2uZ1heDjBsSvxnANhH8EmD","DER LETZTE SONG (ALLES WIRD GUT) (feat. Fred Rabe)","spotify:artist:2TiXt00aPsggbxZxL1RaG7, spotify:artist:4MYiI4xv9otdG9iB3d4Q25","KUMMER, Fred Rabe","2021-11-12","https://i.scdn.co/image/ab67616d0000b273c5c99315111b580f37efb689","1","1","171722","https://p.scdn.co/mp3-preview/565778d6fcd70b347ab4fec45b0b1caf9891e491?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","DECE72104419","","2025-06-28T17:16:27Z"
"spotify:track:3WfjYZbJiVpdjPdeduMLFX","Alchemy","spotify:artist:5Npr4HpRE8YlsisRjN9T8h","Philip Sayce","spotify:album:5Xxlrt2y3fLjmZM3gutv0E","Peace Machine","spotify:artist:5Npr4HpRE8YlsisRjN9T8h","Philip Sayce","2012-09-27","https://i.scdn.co/image/ab67616d0000b27373187753fc3117e1455eda1a","1","11","306666","https://p.scdn.co/mp3-preview/bb8265f1cd6128011e431a7715018f68a12be80e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","TCABJ1252030","","2025-06-26T14:43:36Z"
"spotify:track:5iTjTORUnEiWW0AGgGrOoH","Don't Stop","spotify:artist:3sHwzQ71N1kblQD9D2WxDm","Fake A Smile","spotify:album:3sJHviZD1KfRnhYQX97HB6","Don't Stop","spotify:artist:3sHwzQ71N1kblQD9D2WxDm","Fake A Smile","2023-05-17","https://i.scdn.co/image/ab67616d0000b2735b6d4a6d6a0e84fb8e250407","1","1","232558","https://p.scdn.co/mp3-preview/972a4c846b7d0ade0542969c4318cce9e5c17675?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","FRIDO2311682","","2025-06-26T14:33:25Z"
"spotify:track:5DF3wNvPgRcIOyKsSdUycz","The Tinman","spotify:artist:3VQXCMRCSzdKek71OkAL3Q","World News","spotify:album:4Zmmis1B2GxTKxRzLv0ILp","The Tinman","spotify:artist:3VQXCMRCSzdKek71OkAL3Q","World News","2023-03-30","https://i.scdn.co/image/ab67616d0000b273019f3818ba69ff5586371f15","1","1","252848","https://p.scdn.co/mp3-preview/0f5eb217e2eefb0c68ddecd63b4678a2c178be92?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","TCAGW2303703","","2025-06-26T14:10:00Z"
"spotify:track:3k2qOgZygd9YxrYGqkK6Dj","Por Las Buenas","spotify:artist:38zyliF0xdJKS7k1BIEuL6","Billo's Caracas Boys","spotify:album:4uwZYTIdlBBRDb3M2nYrk1","Por Las Buenas","spotify:artist:38zyliF0xdJKS7k1BIEuL6","Billo's Caracas Boys","2007-08-31","https://i.scdn.co/image/ab67616d0000b27336221dc639a5fd42aa7a8535","1","1","155538","https://p.scdn.co/mp3-preview/e41d530e2b0497f1a03fc1ec582d6ff1ff9ac714?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","US2BR9700781","","2025-06-26T14:09:57Z"
"spotify:track:1dJiXJaCG2uTzvWmJ7Fh08","Flagpole Sitta","spotify:artist:7fu6ebyL3JGXJgo5zsOo4k","Harvey Danger","spotify:album:6Qh0Lqg3gbpfgjhtv7qUEr","Born In The 90s Forever Young","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","2021-10-08","https://i.scdn.co/image/ab67616d0000b27351e4be1c0703c88890840feb","1","32","217266","https://p.scdn.co/mp3-preview/7bd192ff3380453bbcb379a0fc10c0fa122913b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USLR29810165","","2025-06-21T21:12:56Z"
"spotify:track:1I97UEdJWw7uXtlpgGVMIp","Ghost (feat. Power Glove)","spotify:artist:3PALZKWkpwjRvBsRmhlVSS, spotify:artist:0dalJaAT80lKfkZsC86lnW","Gunship, Power Glove","spotify:album:4uAOIj4Sxh4sL6G0v5kykv","Unicorn","spotify:artist:3PALZKWkpwjRvBsRmhlVSS","Gunship","2023-09-29","https://i.scdn.co/image/ab67616d0000b273c702f094fa5afa44b17a8fa4","1","8","262840","https://p.scdn.co/mp3-preview/84b4e74b516005c53ab51a1b9b314ab68b660df4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","56","USA2P2245024","","2025-06-21T17:58:07Z"
"spotify:track:2LKOHdMsL0K9KwcPRlJK2v","After Dark","spotify:artist:0pWwt5vGNzezEhfAcc420Y","Mr.Kitty","spotify:album:63TYyeXlBYoYKNvE6rT3hI","Time","spotify:artist:0pWwt5vGNzezEhfAcc420Y","Mr.Kitty","2014-10-06","https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176","1","9","259146","https://p.scdn.co/mp3-preview/eb9de15a4465f504ee0eadba93e7d265ee0ee6ba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USY251660155","","2025-06-21T17:50:30Z"
"spotify:track:2t75rwAHmPqCvb1B86NiGN","Baby, You're a Gun","spotify:artist:4PmC63uE7ZLY5TI3p0PGd3","Tami Neilson","spotify:album:5fuIzeNg4rYracgepUeZWa","Kingmaker","spotify:artist:4PmC63uE7ZLY5TI3p0PGd3","Tami Neilson","2022-07-15","https://i.scdn.co/image/ab67616d0000b273c4e360c22abf943850f682ae","1","3","209573","https://p.scdn.co/mp3-preview/92c3215cbed3345cbf453d28a4f7087bb342a01e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","NZRI12103923","","2025-06-18T18:51:13Z"
"spotify:track:6nleD42Dimnc5fHnpA2T2R","You Were Mine","spotify:artist:4PmC63uE7ZLY5TI3p0PGd3","Tami Neilson","spotify:album:4PIXzf7OYpSZF7PJLMjCZu","CHICKABOOM!","spotify:artist:4PmC63uE7ZLY5TI3p0PGd3","Tami Neilson","2020-02-14","https://i.scdn.co/image/ab67616d0000b2733d820d81abb537347672b97a","1","5","223577","https://p.scdn.co/mp3-preview/114cb09f1597a00b1e3aae1ec39d023a073c0bb9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","CAO371913005","","2025-06-18T18:14:23Z"
"spotify:track:4YDMaSvtnw0yxNSJcDylMd","Walk (Back to Your Arms)","spotify:artist:4PmC63uE7ZLY5TI3p0PGd3","Tami Neilson","spotify:album:4HBZRDJTyBsxnHSpDuigNB","Dynamite!","spotify:artist:4PmC63uE7ZLY5TI3p0PGd3","Tami Neilson","2014-03-21","https://i.scdn.co/image/ab67616d0000b2739fdf9d3faa6ce8b075ecb3cd","1","1","164666","https://p.scdn.co/mp3-preview/7a88a6c2ff81567b268a239b1ebd5eb6f39da26e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","47","NZRI11302943","","2025-06-18T18:12:11Z"
"spotify:track:4qw40VAmTc9SIwmpMwG32u","Not My Problem","spotify:artist:5VwCIS8jdx9ZHjApLFNrTZ","Noga Erez","spotify:album:1mI51SzUpxpuyhH3c8NFWD","Not My Problem","spotify:artist:5VwCIS8jdx9ZHjApLFNrTZ","Noga Erez","2025-04-25","https://i.scdn.co/image/ab67616d0000b27312ec0e611ad102cac08def7c","1","1","175500","https://p.scdn.co/mp3-preview/1b95e988c63185a18765529accd8cedb3f8f1e1b?cid=9950ac751e34487dbbe027c4fd7f8e99","true","57","USAT22502346","","2025-06-18T17:30:07Z"
"spotify:track:5BwuyaE2fpsVroq8mqVyVf","Miracle","spotify:artist:5pYHnsao4ARhkpGvHGTgHP","Nelson Can","spotify:album:39QPPwg7P0Az23WolprhFw","Miracle","spotify:artist:5pYHnsao4ARhkpGvHGTgHP","Nelson Can","2017-02-17","https://i.scdn.co/image/ab67616d0000b273728d2cbf5f05eed5460a252a","1","1","188805","https://p.scdn.co/mp3-preview/6404c6c387c43b3954393658030311a0c3d4a400?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","GBZ521616001","","2025-06-18T17:25:53Z"
"spotify:track:0gaMmmhGi5buPXpquSAfxg","The Temple Of The King","spotify:artist:6SLAMfhOi7UJI0fMztaK0m","Rainbow","spotify:album:3LXOrVXLXwRiOguE446OZo","Ritchie Blackmore's Rainbow","spotify:artist:6SLAMfhOi7UJI0fMztaK0m","Rainbow","1975-01-01","https://i.scdn.co/image/ab67616d0000b2733626f32e555553b537a6493f","1","6","282013","https://p.scdn.co/mp3-preview/194ff137989d63218978e99eeec44c0181a9f955?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USPR37587054","","2025-06-10T08:41:19Z"
"spotify:track:6PANXCHzEANzajOgtwLMnN","Matty Groves","spotify:artist:2LIdnZDzySb04oH40be1fR","Fairport Convention","spotify:album:505zw4fKgpk8HXqyw3BMFq","Liege And Lief","spotify:artist:2LIdnZDzySb04oH40be1fR","Fairport Convention","1969-12-01","https://i.scdn.co/image/ab67616d0000b273891c6dbba25bdba18d545757","1","3","489106","https://p.scdn.co/mp3-preview/77e5254c9d3c8fc266f1fdfdf4ccd6d81bf7593b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","GBAAN6900029","","2025-06-06T18:50:59Z"
"spotify:track:1th3PrxWqMrDJeCxHL6gH1","The Love Me Or Die","spotify:artist:6FfC7T2cxMj6H7Q5mmqAYe","C.W. Stoneking","spotify:album:5vusynZ8knQTYMS6ZT43P0","Jungle Blues","spotify:artist:6FfC7T2cxMj6H7Q5mmqAYe","C.W. Stoneking","2008-01-01","https://i.scdn.co/image/ab67616d0000b27322ef4c64271f69fe732dc1ea","1","8","234600","https://p.scdn.co/mp3-preview/6c041a0f0d448b263e93002a28f1cf8f87e5a628?cid=9950ac751e34487dbbe027c4fd7f8e99","false","54","AUQC30800008","","2025-05-22T19:37:48Z"
"spotify:track:54NRJQt6z4NUasUt12a7oT","Stop, I'm Already Dead","spotify:artist:4gh4MkJgHiYXfaOxkqc1kz","Deadboy & The Elephantmen","spotify:album:2EsI97c0TQskNqXaEpCUVW","We Are Night Sky","spotify:artist:4gh4MkJgHiYXfaOxkqc1kz","Deadboy & The Elephantmen","2005","https://i.scdn.co/image/ab67616d0000b273b6884dfe0a6b0bc6006b6452","1","1","139533","https://p.scdn.co/mp3-preview/99ed9e245b13df73705fb2043da9a5063ee09827?cid=9950ac751e34487dbbe027c4fd7f8e99","false","40","USFP70400763","","2025-05-07T14:58:36Z"
"spotify:track:12HB8AmFTovKrFcGG36KbL","Delilah","spotify:artist:1moxjboGR7GNWYIMWsRjgG","Florence + The Machine","spotify:album:2jn2n5OkuHliOLKCqHnjXV","How Big, How Blue, How Beautiful (Deluxe)","spotify:artist:1moxjboGR7GNWYIMWsRjgG","Florence + The Machine","2015-05-29","https://i.scdn.co/image/ab67616d0000b2737f89eb18e64f268561d81c42","1","6","293468","https://p.scdn.co/mp3-preview/b10189df4d6b2e446caa4209ddc7d0d8c60e408e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","55","GBUM71500285","","2025-05-07T14:11:07Z"
"spotify:track:279LczresTWVkCsdLwgJSZ","Love's a Stranger","spotify:artist:5uy67fWgovgNdbkP1kAf7m","Warhaus","spotify:album:0v7z6pf34VKMECP0Bmbxi3","Warhaus","spotify:artist:5uy67fWgovgNdbkP1kAf7m","Warhaus","2017-10-13","https://i.scdn.co/image/ab67616d0000b273e7467c39c307d32c6c77754c","1","2","206685","https://p.scdn.co/mp3-preview/daf2baf64479a83fcc933efe6e97fc4e35ce994c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","GBENL1701900","","2025-05-07T13:36:50Z"
"spotify:track:6QF34NPhm7aNhhgf5HtNLE","Statue In The Square","spotify:artist:1YcprGtF13BYCZQK9jYPEw","Kae Tempest","spotify:album:6h6UEEPRimAPINCMxsJ5Pw","Statue In The Square","spotify:artist:1YcprGtF13BYCZQK9jYPEw","Kae Tempest","2025-03-19","https://i.scdn.co/image/ab67616d0000b2730a26fae5af8ca3e68efb29e2","1","1","174233","https://p.scdn.co/mp3-preview/142533197f78601942a2146d182afb6317f2f1cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","44","GBUM72501058","","2025-05-05T14:41:38Z"
"spotify:track:0NI9wGowTO80hVs3l6wa0i","Driver's Seat","spotify:artist:3EPScT793Qw5hkf8tvVpRV","Sniff 'n' The Tears","spotify:album:5fOGHRXFqNnJpi3zclRmFy","Fickle Heart (Plus Two Bonus Cuts)","spotify:artist:3EPScT793Qw5hkf8tvVpRV","Sniff 'n' The Tears","1978-01-01","https://i.scdn.co/image/ab67616d0000b2730f1465a95bcc5b7ca6e78150","1","1","240746","https://p.scdn.co/mp3-preview/201798691c167b668b25c9f1e6ae8ed825668940?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","GBBHN9000084","","2025-05-01T21:10:53Z"
"spotify:track:4O0sGJdqpHMaWz7KoVd7tb","Diamonds And Rust","spotify:artist:1EevBGfUh3RSQSGpluxgBm","Joan Baez","spotify:album:3O9LYeSXXEypjdptHMghUg","Diamonds & Rust","spotify:artist:1EevBGfUh3RSQSGpluxgBm","Joan Baez","1975-04-01","https://i.scdn.co/image/ab67616d0000b273d0155c007db947331b4666a1","1","1","286106","https://p.scdn.co/mp3-preview/8be970e969682640f11c4e7860fdd8ecf83e4f15?cid=9950ac751e34487dbbe027c4fd7f8e99","false","66","USAM17502181","","2025-04-25T17:24:02Z"
"spotify:track:40MTAe7rupM7DNRrw72Q8i","Goddess on a Hiway","spotify:artist:77oD8X9qLXZhpbCjv53l5n","Mercury Rev","spotify:album:6MvMOhNSo3bYEu42Wj9c4e","Deserter's Songs (Remastered)","spotify:artist:77oD8X9qLXZhpbCjv53l5n","Mercury Rev","1998-09-29","https://i.scdn.co/image/ab67616d0000b27356d6d1883e7a4a5c0a34525b","1","8","225333","https://p.scdn.co/mp3-preview/b2f0d8754abb79d62e16b48c1a66cc49b6692a27?cid=9950ac751e34487dbbe027c4fd7f8e99","false","50","GBUM71102311","","2025-04-14T12:57:24Z"
"spotify:track:2zyTP97uGsIc1C4KNNEkyn","Across 110th Street","spotify:artist:0vqkz1b2qBkoYrGMj2CUWq","Bobby Womack","spotify:album:7eVKCG0KD8FCvIlx8E1pBG","Midnight Mover: The Bobby Womack Story","spotify:artist:0vqkz1b2qBkoYrGMj2CUWq","Bobby Womack","1993-01-01","https://i.scdn.co/image/ab67616d0000b273a70b89929f67316f0fa4426b","2","2","230506","https://p.scdn.co/mp3-preview/9acff8f667a0d8fa41e65a5730fda0efd026c4f3?cid=9950ac751e34487dbbe027c4fd7f8e99","false","63","USNPD0710491","","2025-04-14T12:21:34Z"
"spotify:track:4Sd5tbNP4q8wS64abqwfkN","Thinking of a Place","spotify:artist:6g0mn3tzAds6aVeUYRsryU","The War On Drugs","spotify:album:4TkmrrpjlPoCPpGyDN3rkF","A Deeper Understanding","spotify:artist:6g0mn3tzAds6aVeUYRsryU","The War On Drugs","2017-08-25","https://i.scdn.co/image/ab67616d0000b2731cf9827de8b8dbc2fbc16f65","1","7","670666","https://p.scdn.co/mp3-preview/c91efac40cd5b46953d82fce53c6a0090c785e63?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USAT21700996","","2025-04-14T11:15:12Z"
"spotify:track:1ZI607lJxi4P8RKtSHiYyd","Feel","spotify:artist:2SjtrCN3OEXHeomgAH6MVY","Lies of P","spotify:album:5gJEFiXI4rIXC2TWIx65ZQ","Lies of P (Original Soundtrack)","spotify:artist:2SjtrCN3OEXHeomgAH6MVY","Lies of P","2023-11-16","https://i.scdn.co/image/ab67616d0000b27317323a40820a233fe628106b","1","1","237968","https://p.scdn.co/mp3-preview/c67880baf2411145eaa18f3b5c2b7208482ad91b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","KRNAR2353955","","2025-04-12T18:25:44Z"
"spotify:track:1FahR2zjwglUfte9KSyBQV","I Want The World To Stop","spotify:artist:4I2BJf80C0skQpp1sQmA0h","Belle and Sebastian","spotify:album:6aNVX2r52dj0oGrMcHkS4p","Write About Love","spotify:artist:4I2BJf80C0skQpp1sQmA0h","Belle and Sebastian","2010-10-11","https://i.scdn.co/image/ab67616d0000b273822e0e9de875ea1cfeb4bfee","1","4","273640","https://p.scdn.co/mp3-preview/a7d0ae3a66704a5eecc9e4c168ed19d728da0550?cid=9950ac751e34487dbbe027c4fd7f8e99","false","43","GBCVZ1002848","","2025-04-09T13:21:07Z"
"spotify:track:48sc7vBJeNoCEQhxO3zYKA","Too Late To Say Goodbye","spotify:artist:26T3LtbuGT1Fu9m0eRq5X3","Cage The Elephant","spotify:album:0nW0w37lrQ87k7PLZvC4qJ","Tell Me I'm Pretty","spotify:artist:26T3LtbuGT1Fu9m0eRq5X3","Cage The Elephant","2015-12-18","https://i.scdn.co/image/ab67616d0000b273e7dd69ac32cf313fde62cbad","1","4","252786","https://p.scdn.co/mp3-preview/b11ee60e7270a647c9e89a34979926ec09d7e53b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","58","USRC11502824","","2025-04-09T11:30:49Z"
"spotify:track:5Dm6JYHlzbueV8XrsIQEDp","Auto Rock","spotify:artist:34UhPkLbtFKRq3nmfFgejG","Mogwai","spotify:album:12lwDzvs23w1e8EKa5zQoC","Mr. Beast","spotify:artist:34UhPkLbtFKRq3nmfFgejG","Mogwai","2006-03-05","https://i.scdn.co/image/ab67616d0000b2735df11c39821795f5fe971627","1","1","260600","https://p.scdn.co/mp3-preview/e97f1eca53bc069cf15bcd5fbe28af5e694480be?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","GBENL0500527","","2025-04-09T09:41:39Z"
"spotify:track:41OxaMCY6gMKILoNVd2hdP","(Holy Matrimony) Letter To The Firm","spotify:artist:1wvlC6NwleHt1iRD6d5X2C","Foxy Brown","spotify:album:6qLC4weRVEetELyQQgkAMk","Ill Na Na","spotify:artist:1wvlC6NwleHt1iRD6d5X2C","Foxy Brown","1996-01-01","https://i.scdn.co/image/ab67616d0000b273c9f76376745f9b86923d0a06","1","2","206573","https://p.scdn.co/mp3-preview/88b8311e5b9345beece42a62e906a790e8791ae3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","45","USRL19600385","","2025-04-04T20:24:02Z"
"spotify:track:5ZxhHEdMDGitVjy53Cm3Pp","One Night","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","5","229226","https://p.scdn.co/mp3-preview/4601af0e4305d7056ca07aaa887d12c92391b786?cid=9950ac751e34487dbbe027c4fd7f8e99","false","22","GBKPL2282109","","2025-03-27T19:00:14Z"
"spotify:track:4dHNs1k66RG83RAilR3n9W","Saturdays","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","6","187413","https://p.scdn.co/mp3-preview/d55e9b8af42fb85daa1a92b18fed29b18a4194f0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","21","GBKPL2282110","","2025-03-27T19:00:10Z"
"spotify:track:7bkUjonU6psGgN95UbTwow","Forgotten Boy","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","7","224973","https://p.scdn.co/mp3-preview/69e75dc33974f22bda99bac17222f5b8c0ffc6f5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","GBKPL2282111","","2025-03-27T19:00:09Z"
"spotify:track:77qMQBrLEvbWW1YeoEfIOL","The Chase","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","8","329826","https://p.scdn.co/mp3-preview/843caa966ae1d2b55ef6339547aea68b006c0f69?cid=9950ac751e34487dbbe027c4fd7f8e99","false","18","GBKPL2282112","","2025-03-27T19:00:07Z"
"spotify:track:7aDGFrJrlnBCrKupcmsOB3","Fade Away","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","9","286946","https://p.scdn.co/mp3-preview/9c007a3e9fc7e1c2cae0f6e16f84f1dc043aabfc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","13","GBKPL2282113","","2025-03-27T19:00:06Z"
"spotify:track:3V4gL87NZXeNOzrk9qda1B","Invisible Exit","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","3","153693","https://p.scdn.co/mp3-preview/8540ceccda392c30effc50a3837cb0bd718182ed?cid=9950ac751e34487dbbe027c4fd7f8e99","false","11","GBKPL2282107","","2025-03-27T19:00:04Z"
"spotify:track:15byzavN7tdiwSTjirvyfh","We're Not In Orbit Yet…","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","2","310840","https://p.scdn.co/mp3-preview/5bf57486081a4e8b6126a6862f72971878b0c7cf?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","GBKPL2282106","","2025-03-27T19:00:02Z"
"spotify:track:0tgSIJpcZw9NjY8l4LeHIo","Into The Blue","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","spotify:album:6DVw4rwufrFe0aItLxjNi0","INTO THE BLUE","spotify:artist:6dgwEwnK0YtDfS9XhRwBTG","Broken Bells","2022-10-07","https://i.scdn.co/image/ab67616d0000b273f984ff222e94abcb15205d26","1","1","333746","https://p.scdn.co/mp3-preview/ae642dc68f80fa65c153296124ec9c06d2da9339?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","GBKPL2282105","","2025-03-27T19:00:00Z"
"spotify:track:38khddUfl6xYcZriiHmc2J","I Put Something in Your Drink","spotify:artist:1se3w7gpZkwcJYgHSPDoQ8","Ramsey","spotify:album:5WUCnCVQgPqiHAbFrjdozk","I Put Something in Your Drink","spotify:artist:1se3w7gpZkwcJYgHSPDoQ8","Ramsey","2023-06-01","https://i.scdn.co/image/ab67616d0000b2737cb64c8d3fe7e065b536d3d8","1","1","264225","https://p.scdn.co/mp3-preview/91a8c36e591170b06e7db283211a9612d5e6037c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","35","ushm22321381","","2025-03-17T13:45:03Z"
