"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","ISRC","Added By","Added At"
"spotify:track:2VAlwOewe5c40VHyqozF1V","Steady, As She Goes","spotify:artist:4wo1267SJuUfHgasdlfNfc","The Raconteurs","spotify:album:0ftyDJlAoBMmICs2MHvVZR","Broken Boy Soldiers","spotify:artist:4wo1267SJuUfHgasdlfNfc","The Raconteurs","2006-05-15","https://i.scdn.co/image/ab67616d0000b27337e44bf7f7c12c9f1d803984","1","1","215266","https://p.scdn.co/mp3-preview/cc73c19243cd3f3a33b726d2bceec7d49429abc7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBBKS0600001","","2016-01-19T22:41:53Z"
"spotify:track:5o2OUBU2T43eqE0ckzJmLJ","Buenas Tardes Amigo","spotify:artist:3u1ulLq00Y3bfmq9FfjsPu","Ween","spotify:album:6rUTTfZTBGLtPJGSLbaeed","Chocolate And Cheese","spotify:artist:3u1ulLq00Y3bfmq9FfjsPu","Ween","1994","https://i.scdn.co/image/ab67616d0000b2735bc660c310492eef2e6d228a","1","13","426573","https://p.scdn.co/mp3-preview/59d331fe5d0f03b2ddd794847a6b9efd1a05daac?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","GBFNP0500170","","2016-01-19T22:00:07Z"
"spotify:track:6p4AsbGQvMo5gC9SwliquV","Salty Seas","spotify:artist:2tQ6tsfdwvkyaxc5Lgenve","Devics","spotify:album:2ZXJ9DLK2zzwpU9v4jumK0","Push The Heart","spotify:artist:2tQ6tsfdwvkyaxc5Lgenve","Devics","2006-01-01","https://i.scdn.co/image/ab67616d0000b273cc294ac01ba7d5dda78bac86","1","3","252960","https://p.scdn.co/mp3-preview/115643c38ebad384aa66cb16d8e6c63718e1672b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBBRP0699003","","2016-01-19T21:53:33Z"
"spotify:track:6Ud16saJTj7RYZolKEENE3","Infinite Mirror","spotify:artist:0TF6B1cp2QZXLE0NjhTMT9","LITE","spotify:album:61kijqkLmurIjlNOv65WYJ","Phantasia","spotify:artist:0TF6B1cp2QZXLE0NjhTMT9","LITE","2008-06-23","https://i.scdn.co/image/ab67616d0000b273acd0c4ef8c19de01c5e620a7","1","3","279013","https://p.scdn.co/mp3-preview/8c7f169d280acf399ab71487f6b81e6f934166cd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","JPB450801274","","2016-01-19T20:44:57Z"
"spotify:track:0JNZGIavoUrdup1NsgJOQs","Alabama Song (Whisky Bar)","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:1jWmEhn3ggaL6isoyLfwBn","The Doors","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","1967-01-04","https://i.scdn.co/image/ab67616d0000b2735b96a8c5d61be8878452f8f1","1","5","197400","https://p.scdn.co/mp3-preview/e009dcfebff2a6ecbe6b046bd690dab988cb3a8f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","USEE19900202","","2016-01-19T20:40:06Z"
"spotify:track:5zVW76plgG9B4904OXXXZd","Kiss the Sky","spotify:artist:4a9trpOGiMh1H2xMOiDYLR","Shawn Lee's Ping Pong Orchestra","spotify:album:1YVqY1ax6K0yNIqP3XSy9V","Voices and Choices","spotify:artist:4a9trpOGiMh1H2xMOiDYLR","Shawn Lee's Ping Pong Orchestra","2006-01-30","https://i.scdn.co/image/ab67616d0000b273fa1c55d204f625df73af677e","1","4","219822","https://p.scdn.co/mp3-preview/89a6998ea5b0d9b95962b687fc6cedad11d369eb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USUR40720704","","2016-01-19T20:34:56Z"
"spotify:track:4N2d7hsNCkBCo1FLGAO9ll","Are You Satisfied?","spotify:artist:66YGDwn22fjphzqGCSIbbK","Reignwolf","spotify:album:244uaQBA262bzOz7ZO0GTc","Are You Satisfied?","spotify:artist:66YGDwn22fjphzqGCSIbbK","Reignwolf","2013-08-02","https://i.scdn.co/image/ab67616d0000b273253bdde9d866e80ac8a37aaa","1","1","214048","https://p.scdn.co/mp3-preview/34310d3ecb473d43c63fc5fdee61b6d0eb04ce29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","TCABP1368115","","2016-01-19T20:17:11Z"
"spotify:track:51nWdZNUyFZqpUMwWZDhMH","Carolina Drama","spotify:artist:4wo1267SJuUfHgasdlfNfc","The Raconteurs","spotify:album:0OBNtBshpjFPStZGJTGNJr","Consolers of the Lonely","spotify:artist:4wo1267SJuUfHgasdlfNfc","The Raconteurs","2008-03-05","https://i.scdn.co/image/ab67616d0000b273596f5c49176f3d485e0de325","1","14","355000","https://p.scdn.co/mp3-preview/7e407a08fbb77cf12736eaf226f103bd63baad5c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBBKS0800220","","2016-01-19T20:17:08Z"
"spotify:track:7aaKp6LCuxNeeMdd2TPIx8","Sommarfågel","spotify:artist:4Dx2L8ImErI41Hl7bxCzF8","Wintergatan","spotify:album:0OIm7izsWxxZL7yVjWR7ZR","Wintergatan","spotify:artist:4Dx2L8ImErI41Hl7bxCzF8","Wintergatan","2013-04-23","https://i.scdn.co/image/ab67616d0000b27358c28dae493eb99cc4cd6d2c","1","1","232642","https://p.scdn.co/mp3-preview/5af17587aa42182281d4a5e8cf08015cd7a00032?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","SE3SO1300301","","2016-01-19T19:58:30Z"
"spotify:track:57RHMnLMQx8Qz5V6c0E8dF","We Are The People","spotify:artist:67hb7towEyKvt5Z8Bx306c","Empire Of The Sun","spotify:album:1GoqBRUPZzBKvMKZxSQ1mp","Walking On A Dream (Special Edition)","spotify:artist:67hb7towEyKvt5Z8Bx306c","Empire Of The Sun","2009-01-01","https://i.scdn.co/image/ab67616d0000b273fffbc6bb8f405c2dacf8d64b","1","4","267354","https://p.scdn.co/mp3-preview/afbe7f0ea1a72e44d307790bc7529690536c585c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","65","AUEI10800041","","2016-01-14T23:31:53Z"
"spotify:track:6A6qBFJHid4WutQu6HHEZt","Walking On A Dream","spotify:artist:67hb7towEyKvt5Z8Bx306c","Empire Of The Sun","spotify:album:1GoqBRUPZzBKvMKZxSQ1mp","Walking On A Dream (Special Edition)","spotify:artist:67hb7towEyKvt5Z8Bx306c","Empire Of The Sun","2009-01-01","https://i.scdn.co/image/ab67616d0000b273fffbc6bb8f405c2dacf8d64b","1","2","198440","https://p.scdn.co/mp3-preview/7b3e099a5fa998619afa9556249a805712ea72a5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","60","AUEI10800039","","2016-01-14T23:31:42Z"
"spotify:track:09jBezYNF57NBMAp1uSKGn","Uhn Tiss Uhn Tiss Uhn Tiss","spotify:artist:6nDLku5uL3ou60kvCGZorh","Bloodhound Gang","spotify:album:0IoJf77qKxFJonyz6RDlpa","Hefty Fine","spotify:artist:6nDLku5uL3ou60kvCGZorh","Bloodhound Gang","2005-01-01","https://i.scdn.co/image/ab67616d0000b27327d94586e8ed8dcac2c9f31a","1","11","260160","https://p.scdn.co/mp3-preview/7caea3caa1a3822f0f72654a5623784b99ecfd96?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","USUM70503683","","2016-01-14T23:20:36Z"
"spotify:track:6eMTTW2IakI12NUOBjNaPV","Foxtrot Uniform Charlie Kilo","spotify:artist:6nDLku5uL3ou60kvCGZorh","Bloodhound Gang","spotify:album:0IoJf77qKxFJonyz6RDlpa","Hefty Fine","spotify:artist:6nDLku5uL3ou60kvCGZorh","Bloodhound Gang","2005-01-01","https://i.scdn.co/image/ab67616d0000b27327d94586e8ed8dcac2c9f31a","1","3","171973","https://p.scdn.co/mp3-preview/725b434b0e1d0d24ecf09bcefd60b0067eeee65e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USUM70500792","","2016-01-14T23:06:37Z"
"spotify:track:2ypT0w7jeCwcEQQvNE5o92","The Bad Touch","spotify:artist:6nDLku5uL3ou60kvCGZorh","Bloodhound Gang","spotify:album:4hirIN3Nve0AgH4pxLo80V","Hooray For Boobies","spotify:artist:6nDLku5uL3ou60kvCGZorh","Bloodhound Gang","1999","https://i.scdn.co/image/ab67616d0000b273ac49f31fd8b2473813638c3b","1","10","260506","https://p.scdn.co/mp3-preview/61e0ed385aa272cbd70dc5f1c0b319933ee713db?cid=9950ac751e34487dbbe027c4fd7f8e99","true","1","USIR19902530","","2016-01-14T23:01:59Z"
"spotify:track:2ED1VZ53iRImo252U2PEsu","Miserere","spotify:artist:4I47QTluHCo2t2Gj6V7AIG, spotify:artist:0vUnn6Eje2O5yxEj35touD","Gregorio Allegri, Tenebrae","spotify:album:3fvFlaBBbAFO0QCrSTbfaU","Allegri Miserere","spotify:artist:0vUnn6Eje2O5yxEj35touD","Tenebrae","2006-10-03","https://i.scdn.co/image/ab67616d0000b273173d17db2abbefa4569b4dca","1","9","719133","https://p.scdn.co/mp3-preview/24df2c05eef7506802f54787cf3ec8ab06f698f1?cid=9950ac751e34487dbbe027c4fd7f8e99","false","45","GBLLH0608509","","2016-01-14T18:25:03Z"
"spotify:track:4JLcAU2xY90qTkTSNM1lUa","Bang Bang (My Baby Shot Me Down)","spotify:artist:3IZrrNonYELubLPJmqOci2","Nancy Sinatra","spotify:album:7dC9EutCtygeEpefdcjWTL","How Does That Grab You?","spotify:artist:3IZrrNonYELubLPJmqOci2","Nancy Sinatra","1966-01-01","https://i.scdn.co/image/ab67616d0000b273e4f002bc0e64b7a5e6591caf","1","11","162446","https://p.scdn.co/mp3-preview/96c46d9cafcb133c0b9a59c1c888d99b307e31c0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","USASE0500026","","2016-01-14T18:20:18Z"
"spotify:track:1AZeciKWe8KiRHQ7YOA2fH","Coat Of Arms","spotify:artist:3o2dn2O0FCVsWDFSh8qxgG","Sabaton","spotify:album:2IcMtE3h9wDUc0hTS0AS1S","Coat Of Arms","spotify:artist:3o2dn2O0FCVsWDFSh8qxgG","Sabaton","2010-05-21","https://i.scdn.co/image/ab67616d0000b273935c54403f921639d3910a82","1","1","214960","https://p.scdn.co/mp3-preview/1d6b24728e8d5e915a1309cd434b4b6ab9944a38?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DED831000156","","2016-01-14T14:30:25Z"
"spotify:track:7EMDetZnX07SnEvcXR8yEQ","Ocelot","spotify:artist:6HCnsY0Rxi3cg53xreoAIm","Emancipator","spotify:album:3ZEtGYcGgMyW9pUKlhkbsh","Seven Seas","spotify:artist:6HCnsY0Rxi3cg53xreoAIm","Emancipator","2015-09-25","https://i.scdn.co/image/ab67616d0000b273384469b61bf394febe5be2f1","1","4","276080","https://p.scdn.co/mp3-preview/ca9b184d07c67424929045fe38d76a800c2f0ef9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","USA2P1520962","","2016-01-13T23:56:02Z"
"spotify:track:2SPTGg9SC5MT1FwNX4IYfx","Greenland","spotify:artist:6HCnsY0Rxi3cg53xreoAIm","Emancipator","spotify:album:1KHKPYKo4h8btHa8u3wjEB","Safe In the Steep Cliffs","spotify:artist:6HCnsY0Rxi3cg53xreoAIm","Emancipator","2010-06-29","https://i.scdn.co/image/ab67616d0000b273362ac7cb4dddfe003ccfc79d","1","1","191066","https://p.scdn.co/mp3-preview/9ec38ee264f5861e0f4d6c23553ad94bf54b98fc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","US2wu0901516","","2016-01-13T23:44:17Z"
"spotify:track:2wz7AsHWwJU3wfmGiOiKoa","Primo Victoria","spotify:artist:3o2dn2O0FCVsWDFSh8qxgG","Sabaton","spotify:album:2Va9sBmrMM4oy6soLcmUxW","Primo Victoria (Re-Armed)","spotify:artist:3o2dn2O0FCVsWDFSh8qxgG","Sabaton","2010-09-24","https://i.scdn.co/image/ab67616d0000b273ebe713c73ee38504b7dd7add","1","1","250720","https://p.scdn.co/mp3-preview/8fc06c1347097e7ff0ff54c4d9cbf92ef59d57da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","SE2EG1000101","","2016-01-13T16:15:08Z"
"spotify:track:5lSbdSQAWAMjAcJDJPFGQr","Aces High - 1998 Remastered Version","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","spotify:album:4hFcwazEjeg3gJEu0AuxM7","Powerslave (1998 Remastered Edition)","spotify:artist:6mdiAmATAx73kdxrNrnlao","Iron Maiden","1984","https://i.scdn.co/image/ab67616d0000b2732dfddae87fa3a8a09bc5b666","1","1","269466","https://p.scdn.co/mp3-preview/53d1b487e9ac2d43dfeed40f9e442d315bdeac04?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","GBAYE9801451","","2016-01-13T09:19:04Z"
"spotify:track:7gBhxZ0xvMBrFfibAAnUns","Minor Cause","spotify:artist:6HCnsY0Rxi3cg53xreoAIm","Emancipator","spotify:album:6fGnqsDl9ycAWxResQPfBS","Dusk to Dawn","spotify:artist:6HCnsY0Rxi3cg53xreoAIm","Emancipator","2013-04-19","https://i.scdn.co/image/ab67616d0000b273f1e27caa682ff3c537e161c8","1","1","317146","https://p.scdn.co/mp3-preview/54d922ca244c6cbbd0468b5a37bfbd9a3dc5aa29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","DEQ121318483","","2016-01-12T20:20:40Z"
"spotify:track:2lwwrWVKdf3LR9lbbhnr6R","Float On","spotify:artist:1yAwtBaoHLEDWAnWR87hBT","Modest Mouse","spotify:album:0TGTGuc2vXv6ZECoAf52N0","Good News For People Who Love Bad News","spotify:artist:1yAwtBaoHLEDWAnWR87hBT","Modest Mouse","2004-04-05","https://i.scdn.co/image/ab67616d0000b273cc68329bfbf34037df965dc1","1","3","208466","https://p.scdn.co/mp3-preview/9241188a00b7ae5feb607bf10c21a067c83ed487?cid=9950ac751e34487dbbe027c4fd7f8e99","false","79","USSM10315494","","2016-01-12T20:16:59Z"
"spotify:track:2RIWb6YwSqdQTbWSNFBKYz","Speak To Me - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","1","65314","https://p.scdn.co/mp3-preview/e90a9d168993a59ba0a58cc1afbac8914ce28dad?cid=9950ac751e34487dbbe027c4fd7f8e99","true","0","GBN9Y1100076","","2016-01-12T19:43:47Z"
"spotify:track:25IXTmOkHk6dcvd4TSOb3e","Breathe (In The Air) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","2","169534","https://p.scdn.co/mp3-preview/85e2ac92a4028e1479f93aee34bdbc44596e9a44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100077","","2016-01-12T19:43:47Z"
"spotify:track:59hoIXPS05Q00dW1ZrSbAU","On The Run - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","3","225384","https://p.scdn.co/mp3-preview/420a1bfaa06c4699460dcb887acb2d6d7e9f9f0c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100078","","2016-01-12T19:43:47Z"
"spotify:track:23W5DHu31ZLW9q0p2wQxfN","Time - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","4","413947","https://p.scdn.co/mp3-preview/af750f68023549d4744e677c0a25ddb26c8182a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100079","","2016-01-12T19:43:47Z"
"spotify:track:2nRbh2661Hc6a9meTvSGdF","The Great Gig In The Sky - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","5","283872","https://p.scdn.co/mp3-preview/a12c96145fa9ce6b6cf35b36f2655d582c58fd6f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100080","","2016-01-12T19:43:47Z"
"spotify:track:1SwE3FURO4wYshsLRggtfv","Money - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","6","382834","https://p.scdn.co/mp3-preview/103d8d96e99d937f45e01432cfe8f8c3a990c572?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100081","","2016-01-12T19:43:47Z"
"spotify:track:5i30AVO1rGmrTEqW3wKUy0","Us And Them - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","7","469224","https://p.scdn.co/mp3-preview/2f7fbb26efa0addb66a81b2cbf9442e818c79c75?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100082","","2016-01-12T19:43:47Z"
"spotify:track:28Or94doj1E8gUZCTekvsG","Any Colour You Like - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","8","206429","https://p.scdn.co/mp3-preview/6303e6368d9ddf3ce94e91a554d77c320ee48ef9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100083","","2016-01-12T19:43:47Z"
"spotify:track:1KAsyqR4syiVIcplUXJZAS","Brain Damage - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","9","226666","https://p.scdn.co/mp3-preview/d9dcf5b0c2791dd57098751f27252a4534c74c2e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100140","","2016-01-12T19:43:47Z"
"spotify:track:11F32vzTXt5rtlBWcuiF2d","Eclipse - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","1","10","130428","https://p.scdn.co/mp3-preview/1b74c6d68979c0a077cef88a76f881472e1355e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100084","","2016-01-12T19:43:47Z"
"spotify:track:74lhOLewMA3880xr6zq5Hq","Speak To Me (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","1","165057","https://p.scdn.co/mp3-preview/30bc66f166c1ad09cc7b1f17e5e07abf5d16c8d2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100175","","2016-01-12T19:43:47Z"
"spotify:track:4ZaKgqFinjsiCK2EBzNm0g","Breathe (In The Air) [Live At The Empire Pool, Wembley, London 1974] - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","2","170998","https://p.scdn.co/mp3-preview/a8994c5a700525982bbc0e78322dc3edf753f2ff?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100176","","2016-01-12T19:43:47Z"
"spotify:track:0iCxCWpzD1k686y93OicbN","On The Run (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","3","308719","https://p.scdn.co/mp3-preview/b61de82f722315b49da36760784f0eba54bf005e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100177","","2016-01-12T19:43:47Z"
"spotify:track:0uexqHgY5sxtpNZ4fcZl3K","Time (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","4","391535","https://p.scdn.co/mp3-preview/1ce906c6cba90a1fbfb8ffc09badfc2c0814c0da?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100178","","2016-01-12T19:43:47Z"
"spotify:track:22JCuUsvShpE8wBDl0mHyw","The Great Gig In The Sky (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","5","410052","https://p.scdn.co/mp3-preview/881969dee2f4872f9b9fa6c49ae61266be49fbd9?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100179","","2016-01-12T19:43:47Z"
"spotify:track:6ip6wxszCehSnRlV5yXC8Z","Money (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","6","520998","https://p.scdn.co/mp3-preview/79d1d95386586898d65253497b9a4ce9fd91b826?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100180","","2016-01-12T19:43:47Z"
"spotify:track:39rY7dPS9EljNfYN9xIMEE","Us And Them (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","7","489665","https://p.scdn.co/mp3-preview/fb388712dacae355063bbbfbaf891aef54c0d412?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100181","","2016-01-12T19:43:47Z"
"spotify:track:7dftAaLzKbMnmp4qslSOQC","Any Colour You Like (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","8","490855","https://p.scdn.co/mp3-preview/9eb8304593ebb885e6cbb9d1281c11793e5a2d67?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100182","","2016-01-12T19:43:47Z"
"spotify:track:1gNBKwi3t2K5HxbRp5Vose","Brain Damage (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","9","223774","https://p.scdn.co/mp3-preview/5e8b9436ae4d1dc3a50c97707a43879840b8e0c8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100183","","2016-01-12T19:43:47Z"
"spotify:track:3XvUB9uAZXWjrmti7fM6LF","Eclipse (Live At The Empire Pool, Wembley, London 1974) - 2011 Remastered Version","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","spotify:album:6uGYCZLXw3wPFOSYcqLz9F","The Dark Side Of The Moon (2011 Remastered Version)","spotify:artist:0k17h0D3J5VfsdmQ1iZtE9","Pink Floyd","1973-03-16","https://i.scdn.co/image/ab67616d0000b273d29c2f17f8d5756a0e85ecde","2","10","136872","https://p.scdn.co/mp3-preview/bc76460e33383cfcab2a98f27b7d0bd09d077c88?cid=9950ac751e34487dbbe027c4fd7f8e99","false","0","GBN9Y1100184","","2016-01-12T19:43:47Z"
